title;description;artist;culture;country;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
"Netsuke: ivory; monkey on horseback";;;;;;;;;;;;;
"Ojime: bronze; monkey";;;;;;;;;;;;;
;;;;;;;;;;;;;
,36.100.212,Not on view;;;;;;;;;;;;;
Rhyton with handle in the shape of a monkey; ;;China;China;<p>Date: 8th century<br/>Accession Number: 1985.208.5</p>;"/art/collection/search/50664?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=41";https://images.metmuseum.org/CRDImages/as/mobile-large/1985_208_5.JPG;as/web-additional/1985_208_5.JPG;as/web-large/1985_208_5.JPG;8th century;Earthenware with brown glaze;1985.208.5;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjU0NjI1LDQwLjc3OTgxMjYzQGxtQDQwMTU3Njc0NDY1NA==' target='_blank'>Gallery 207</a>
Teapot in the form of a monkey; ;;British, Staffordshire;Britain;<p>Date: ca. 1745<br/>Accession Number: 34.165.47a, b</p>;"/art/collection/search/210216?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=42";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-1372-007.jpg;es/web-additional/DP-1372-007.jpg;es/web-large/DP-1372-007.jpg;ca. 1745;Salt-glazed stoneware;34.165.47a, b;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzgwNTExLDQwLjc3OTc4MzE3QGxtQDc2MDQwNDUxNjkxOA==' target='_blank'>Gallery 510</a>
"""Rama Receives Sugriva and Jambavat, the Monkey and Bear Kings"", Folio from a Ramayana"; ;;;;<p>Date: ca. 1605<br/>Accession Number: 2002.503</p>;"/art/collection/search/454344?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=43";https://images.metmuseum.org/CRDImages/is/mobile-large/sf2002-503-a.jpg;is/web-additional/sf2002-503-a.jpg;is/web-large/sf2002-503-a.jpg;ca. 1605;Ink, opaque watercolor, and gold on paper;2.002.503;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzI3MzE4LDQwLjc3ODIzMDYzQGxtQDgxNjg2MzcxMjc3Nw==' target='_blank'>Gallery 463</a>
Oval plaque; ;;;;<p>Date: ca. 733–664 B.C.<br/>Accession Number: 26.7.74</p>;"/art/collection/search/555115?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=44";https://images.metmuseum.org/CRDImages/eg/mobile-large/26.7.74_acc.jpg;eg/web-additional/26.7.74_acc.jpg;eg/web-large/26.7.74_acc.jpg;ca. 733–664 B.C.;Glazed steatite;26.7.74;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjUwMTEyLDQwLjc4MDE2MDA4QGxtQDEwNjI2MTI3MDkyMzY=' target='_blank'>Gallery 130</a>
Set of twelve zodiac animals; ;;China;China;<p>Date: 8th century<br/>Accession Number: 2000.662.7a–l</p>;"/art/collection/search/49381?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=45";https://images.metmuseum.org/CRDImages/as/mobile-large/LC-2000_662_7al_037.jpg;as/web-additional/LC-2000_662_7al_037.jpg;as/web-large/LC-2000_662_7al_037.jpg;8th century;Earthenware with white slip;2000.662.7a–l;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjU0NjI1LDQwLjc3OTgxMjYzQGxtQDQwMTU3Njc0NDY1NA==' target='_blank'>Gallery 207</a>
"Case (Inr?) with Design of Monkeys&#39; Festival"; ;;Japan;Japan;<p>Date: 18th–19th century<br/>Accession Number: 81.1.314</p>;"/art/collection/search/58387?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=46";https://images.metmuseum.org/CRDImages/as/mobile-large/81_1_314_O3.JPG;as/web-additional/81_1_314_O3.JPG;as/web-large/81_1_314_O3.JPG;18th–19th century;Maki-e with black on gold lacquer;;
Ojime: lacquered wood in the shape of a chestnut;;;;;;;;;;;;;
Netsuke: carved ivory with a sleeping man and a monkey ;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
,81.1.314,Not on view;;;;;;;;;;;;;
Case (Inr?) with Design of Wisteria Trellis; ;;Japan;Japan;<p>Date: mid-19th century<br/>Accession Number: 91.1.678</p>;"/art/collection/search/58457?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=47";https://images.metmuseum.org/CRDImages/as/mobile-large/DP251900.jpg;as/web-additional/DP251900.jpg;as/web-large/DP251900.jpg;mid-19th century;"Case: powdered gold and silver (maki-e) on gold lacquer; Fastener (ojime): glass; Toggle (netsuke): red lacquer carved with design of monkeys";;
,91.1.678,Not on view;;;;;;;;;;;;;
Two Putti Trying To Stop a Monkey Abducting a Child from a set of the Giochi di Putti;Design attributed to Giovanni da Udine (Giovanni dei Ricamatori) (Italian, Udine 1487–1564 Rome);Giovanni da Udine (Giovanni dei Ricamatori);Italian, Rome;Italy;<p>Design attributed to Giovanni da Udine (Giovanni dei Ricamatori) (Italian, Udine 1487–1564 Rome) </p><p>Date: ca. 1635<br/>Accession Number: 1995.410.1</p>;"/art/collection/search/208527?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=48";https://images.metmuseum.org/CRDImages/es/mobile-large/DT3932.jpg;es/web-additional/DT3932.jpg;es/web-large/DT3932.jpg;ca. 1635;Wool warps, wool and silk wefts;1995.410.1;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzI4MDk5LDQwLjc3OTc0NzAyQGxtQDk3NTA1NzUyMTA0OA==' target='_blank'>Gallery 503</a>
Case (Inr?) with Design of Chinese Women at Court; ;;Japan;Japan;<p>Date: late 18th–early 19th century<br/>Accession Number: 13.67.17</p>;"/art/collection/search/45566?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=49";https://images.metmuseum.org/CRDImages/as/mobile-large/13_67_17_O3.JPG;as/web-additional/13_67_17_O3.JPG;as/web-large/13_67_17_O3.JPG;late 18th–early 19th century;"Roiro (waxen) lacquer decorated with incised gold; Ojime: stone bead, Netsuke: carved ebony monkey";13.67.17;Not on view
"Inr? with Street Festival (obverse); People Watching a Puppet Show (reverse)";;;;;;;;;;;;;
;;;;;;;;;;;;;
,Tatsuke Takamasu (Japanese;" active second half of the 18th century)""";Tatsuke Takamasu;Japan;Japan;<p>Tatsuke Takamasu (Japanese, active second half of the 18th century) </p><p>Date: second half of the 18th century<br/>Accession Number: 14.40.877</p>;"/art/collection/search/45573?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=50";https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_877_O3.JPG;as/web-additional/14_40_877_O3.JPG;as/web-large/14_40_877_O3.JPG;second half of the 18th century;"Three cases; lacquered wood with gold, silver, and color (iroko) togidashimaki-e on black lacquer ground";;
"Netsuke: carved teakwood; peach with a monkey inside (signed: Kagetoshi)";;;;;;;;;;;;;
Ojime: carved teakwood with floral design;;;;;;;;;;;;;
,14.40.877,Not on view;;;;;;;;;;;;;
Vitrine Containing Twenty-Five Ornaments; ;;China;China;<p>Date: 18th–19th century<br/>Accession Number: 50.145.85a–z</p>;"/art/collection/search/43402?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=51";https://images.metmuseum.org/CRDImages/as/mobile-large/150544.jpg;as/web-additional/150544.jpg;as/web-large/150544.jpg;18th–19th century;a-y: Jade and other materials: z: wood vitrine with strips of ivory fret;50.145.85a–z;Not on view
Terracotta monkey; ;;Cypriot;Cyprus;<p>Date: ca. 600–480 BCE<br/>Accession Number: 74.51.1645</p>;"/art/collection/search/241200?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=52";https://images.metmuseum.org/CRDImages/gr/mobile-large/DP364752.jpg;gr/web-additional/DP364752.jpg;gr/web-large/DP364752.jpg;ca. 600–480 BCE;Terracotta;74.51.1645;Not on view
Monkey Ornament; ;;Costa Rica;Costa Rica;<p>Date: 10th–15th century<br/>Accession Number: 1974.271.41</p>;"/art/collection/search/309965?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=53";https://images.metmuseum.org/CRDImages/ao/mobile-large/vs1974_271_41.jpg;ao/web-additional/vs1974_271_41.jpg;ao/web-large/vs1974_271_41.jpg;10th–15th century;Gold;1974.271.41;Not on view
Monkey Figure; ;;Mezcala;Mezcala;<p>Date: 1st–8th century<br/>Accession Number: 1979.206.1208</p>;"/art/collection/search/313383?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=54";https://images.metmuseum.org/CRDImages/ao/mobile-large/DP-24333-002.jpg;ao/web-additional/DP-24333-002.jpg;ao/web-large/DP-24333-002.jpg;1st–8th century;Serpentine;19.792.061.208;Not on view
"The Monkey Leader Angada Steals Ravana&#39;s Crown from His Fortress: Folio from the Siege of Lanka series";Attributed to Manaku (Indian, active ca. 1725–60);Manaku;India, Punjab Hills, kingdom of Guler;India;<p>Attributed to Manaku (Indian, active ca. 1725–60) </p><p>Date: ca. 1725<br/>Accession Number: 19.24.2</p>;"/art/collection/search/37948?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=55";https://images.metmuseum.org/CRDImages/as/mobile-large/DP227582.jpg;as/web-additional/DP227582.jpg;as/web-large/DP227582.jpg;ca. 1725;Ink and opaque watercolor on paper;19.24.2;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzE2MzMyLDQwLjc3ODM0MjUzQGxtQDUyNTU2ODc5OTQ0Ng==' target='_blank'>Gallery 464</a>
Stamp, Monkey; ;;Aztec;Mexico;<p>Date: 14th–early 16th century<br/>Accession Number: 00.5.1177</p>;"/art/collection/search/307748?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=56";https://images.metmuseum.org/CRDImages/ao/mobile-large/00.5.1177_b.jpg;ao/web-additional/00.5.1177_b.jpg;ao/web-large/00.5.1177_b.jpg;14th–early 16th century;Ceramic;00.5.1177;Not on view
Stamp, Monkey; ;;Aztec;Mexico;<p>Date: 14th–early 16th century<br/>Accession Number: 00.5.1164</p>;"/art/collection/search/307744?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=57";https://images.metmuseum.org/CRDImages/ao/mobile-large/00.5.1164.jpg;ao/web-additional/00.5.1164.jpg;ao/web-large/00.5.1164.jpg;14th–early 16th century;Ceramic;00.5.1164;Not on view
Monkey stamp; ;;Aztec;Mexico;<p>Date: 13th–16th century<br/>Accession Number: 00.5.1165</p>;"/art/collection/search/318679?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=58";https://images.metmuseum.org/CRDImages/ao/mobile-large/vs00_5_1165.jpg;ao/web-additional/vs00_5_1165.jpg;ao/web-large/vs00_5_1165.jpg;13th–16th century;Ceramic;00.5.1165;Not on view
Monkey Pendant; ;;Carchi-Nariño, Capulí;Colombia;<p>Date: 800–1500 CE<br/>Accession Number: 2008.569.18</p>;"/art/collection/search/320329?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=59";https://images.metmuseum.org/CRDImages/ao/mobile-large/TR.394.18.2008 Back.jpg;ao/web-additional/TR.394.18.2008 Back.jpg;ao/web-large/TR.394.18.2008 Back.jpg;800–1500 CE;Gold;2008.569.18;Not on view
Monkey Vessel; ;;Mixtec;Mixtec;<p>Date: 10th–13th century<br/>Accession Number: 1979.206.1156</p>;"/art/collection/search/313348?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=60";https://images.metmuseum.org/CRDImages/ao/mobile-large/DP-25032-001.jpg;ao/web-additional/DP-25032-001.jpg;ao/web-large/DP-25032-001.jpg;10th–13th century;Onyx marble, pyrite, shell;19.792.061.156;Not on view
Monkey Bottle; ;;Nasca or Wari;Peru;<p>Date: 6th–7th century<br/>Accession Number: 1988.281.1</p>;"/art/collection/search/316176?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=61";https://images.metmuseum.org/CRDImages/ao/mobile-large/DP-24251-001.jpg;ao/web-additional/DP-24251-001.jpg;ao/web-large/DP-24251-001.jpg;6th–7th century;Ceramic;1988.281.1;Not on view
Bottle, Monkey; ;;Nasca;Peru;<p>Date: 1st century BCE–1st century CE<br/>Accession Number: 63.232.46</p>;"/art/collection/search/308455?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=62";https://images.metmuseum.org/CRDImages/ao/mobile-large/DP234684.jpg;ao/web-additional/DP234684.jpg;ao/web-large/DP234684.jpg;1st century BCE–1st century CE;Ceramic, slip;63.232.46;Not on view
Monkey Bottle; ;;Nasca;Peru;<p>Date: 2nd century BCE<br/>Accession Number: 63.232.47</p>;"/art/collection/search/308456?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=63";https://images.metmuseum.org/CRDImages/ao/mobile-large/63.232.47_c.jpg;ao/web-additional/63.232.47_c.jpg;ao/web-large/63.232.47_c.jpg;2nd century BCE;Ceramic;63.232.47;Not on view
Monkey Figure; ;;Kongo peoples (?);Congo, Angola, Gabon;<p>Date: 19th century<br/>Accession Number: 89.4.3322</p>;"/art/collection/search/307482?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=64";https://images.metmuseum.org/CRDImages/ao/mobile-large/89.4.3322.JPG;ao/web-additional/89.4.3322.JPG;ao/web-large/89.4.3322.JPG;19th century;Wood;89.4.3322;Not on view
Monkey Pendant; ;;Veraguas (?);Veraguas (?);<p>Date: 11th–16th century<br/>Accession Number: 1979.206.488</p>;"/art/collection/search/312698?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=65";https://images.metmuseum.org/CRDImages/ao/mobile-large/1979.206.488_a.jpg;ao/web-additional/1979.206.488_a.jpg;ao/web-large/1979.206.488_a.jpg;11th–16th century;Gold alloy;1.979.206.488;Not on view
Monkey Vessel; ;;Moche;Moche;<p>Date: 1st century BCE–7th century CE<br/>Accession Number: 1979.206.386</p>;"/art/collection/search/312608?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=66";https://images.metmuseum.org/CRDImages/ao/mobile-large/1979.206.386_a.jpg;ao/web-additional/1979.206.386_a.jpg;ao/web-large/1979.206.386_a.jpg;1st century BCE–7th century CE;Ceramic, pigment;1.979.206.386;Not on view
Seated monkey; ;;Italian, Naples;Italy;<p>Date: 18th–19th century<br/>Accession Number: 1977.271.6</p>;"/art/collection/search/206693?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=67";https://images.metmuseum.org/CRDImages/es/mobile-large/LC-1977_271_6-001.jpg;es/web-additional/LC-1977_271_6-001.jpg;es/web-large/LC-1977_271_6-001.jpg;18th–19th century;"Polychromed terracotta body; silver collar and chain";1977.271.6;Not on view
Monkey Dance;Isoda Kory?sai (Japanese, 1735–ca. 1790);Isoda Kory?sai;Japan;Japan;<p>Isoda Kory?sai (Japanese, 1735–ca. 1790) </p><p>Date: ca. 1760<br/>Accession Number: JP882</p>;"/art/collection/search/54575?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=68";https://images.metmuseum.org/CRDImages/as/mobile-large/DP124237.jpg;as/web-additional/DP124237.jpg;as/web-large/DP124237.jpg;ca. 1760;"Woodblock print; ink and color on paper";JP882;Not on view
Ivory hairpin; ;;Roman;Italy;<p>Date: ca. 1st century CE<br/>Accession Number: 17.194.1333</p>;"/art/collection/search/250139?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=69";https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121059.jpg;gr/web-additional/DP121059.jpg;gr/web-large/DP121059.jpg;ca. 1st century CE;Ivory;171.941.333;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM1ODQ3LDQwLjc3ODExNDFAbG1AMjkzODk2MjIxODA5' target='_blank'>Gallery 171</a>
Figure of monkey; ;;;;<p>Date: ca. 1981–1640 B.C.<br/>Accession Number: 34.1.179</p>;"/art/collection/search/546467?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=70";https://images.metmuseum.org/CRDImages/eg/mobile-large/34.1.179_EGDP019122.jpg;eg/web-additional/34.1.179_EGDP019122.jpg;eg/web-large/34.1.179_EGDP019122.jpg;ca. 1981–1640 B.C.;Limestone;34.1.179;Not on view
Eagle Attacking a Monkey;Kawanabe Ky?sai ???? (Japanese, 1831–1889);Kawanabe Ky?sai ????;Japan;Japan;<p>Kawanabe Ky?sai ???? (Japanese, 1831–1889) </p><p>Date: 1885<br/>Accession Number: 14.76.64a</p>;"/art/collection/search/54604?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=71";https://images.metmuseum.org/CRDImages/as/mobile-large/DP279656.jpg;as/web-additional/DP279656.jpg;as/web-large/DP279656.jpg;1885;"Hanging scroll; ink and color on paper";14.76.64a;Not on view
Two Monkeys on Two Peaches; ;;China;China;<p>Date: 18th century<br/>Accession Number: 02.18.376</p>;"/art/collection/search/42098?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=72";https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_376_O_sf.jpg;as/web-additional/02_18_376_O_sf.jpg;as/web-large/02_18_376_O_sf.jpg;18th century;Jade (nephrite);02.18.376;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MTkyMTIxLDQwLjc4MDI5Njc2QGxtQDM0NzI1MjE0Nzc2Mw==' target='_blank'>Gallery 222</a>
Double Vessel, Monkey; ;;Chimú;Chimú;<p>Date: 14th–15th century<br/>Accession Number: 1978.412.167</p>;"/art/collection/search/310616?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=73";https://images.metmuseum.org/CRDImages/ao/mobile-large/DT10189.jpg;ao/web-additional/DT10189.jpg;ao/web-large/DT10189.jpg;14th–15th century;Silver;1.978.412.167;Not on view
Monkeys;Gardner Manufactory (Russian);Gardner Manufactory;Russian, Verbilki;Russian, Verbilki;<p>Gardner Manufactory (Russian) </p><p>Date: ca. 1770<br/>Accession Number: 1982.60.159</p>;"/art/collection/search/207060?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=74";https://images.metmuseum.org/CRDImages/es/mobile-large/DT5042.jpg;es/web-additional/DT5042.jpg;es/web-large/DT5042.jpg;ca. 1770;Hard-paste porcelain;1982.60.159;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2Mzc1MTg5LDQwLjc3OTM1NzgxQGxtQDU3MjExOTg3NDg2' target='_blank'>Gallery 543</a>
Monkey couple, the first playing a harp?; ;;;;<p>Date: ca. 1350–1070 BC<br/>Accession Number: 10.130.2607</p>;"/art/collection/search/558323?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=75";https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-10_130_2607_EGDP031595.jpg;eg/web-additional/LC-10_130_2607_EGDP031595.jpg;eg/web-large/LC-10_130_2607_EGDP031595.jpg;ca. 1350–1070 BC;Limestone;101.302.607;Not on view
Fragment of a Monkey; ;;Central Asia;Central Asia;<p>Date: 12th century<br/>Accession Number: 30.32.28</p>;"/art/collection/search/39953?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=76";https://images.metmuseum.org/CRDImages/as/mobile-large/30_32_28.jpg;as/web-additional/30_32_28.jpg;as/web-large/30_32_28.jpg;12th century;Terracotta;30.32.28;Not on view
Fragment of a Monkey; ;;Central Asia;Central Asia;<p>Date: 12th century<br/>Accession Number: 30.32.22</p>;"/art/collection/search/39949?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=77";https://images.metmuseum.org/CRDImages/as/mobile-large/30_32_22_F.jpg;as/web-additional/30_32_22_F.jpg;as/web-large/30_32_22_F.jpg;12th century;Terracotta;30.32.22;Not on view
Head of a Monkey; ;;Central Asia;Central Asia;<p>Date: early 12th century<br/>Accession Number: 30.32.73</p>;"/art/collection/search/40043?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=78";https://images.metmuseum.org/CRDImages/as/mobile-large/30_32_73.jpg;as/web-additional/30_32_73.jpg;as/web-large/30_32_73.jpg;early 12th century;Clay;30.32.73;Not on view
Ceramic Monkey Vessel; ;;Manteño;Manteño;<p>Date: 6th–11th century<br/>Accession Number: 1980.34.28</p>;"/art/collection/search/314173?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=79";https://images.metmuseum.org/CRDImages/ao/mobile-large/1980.34.28_a.jpg;ao/web-additional/1980.34.28_a.jpg;ao/web-large/1980.34.28_a.jpg;6th–11th century;Ceramic;1980.34.28;Not on view
Netsuke of Monkey; ;;Japan;Japan;<p>Date: 18th century<br/>Accession Number: 10.211.2018</p>;"/art/collection/search/59236?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=80";https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_2018_O1_sf.jpg;as/web-additional/10_211_2018_O1_sf.jpg;as/web-large/10_211_2018_O1_sf.jpg;18th century;Wood;102.112.018;Not on view
Monkey and Bee;Hokusai School ;Hokusai School;Japan;Japan;<p>Hokusai School</p><p>Date: 19th century<br/>Accession Number: 38.106.13</p>;"/art/collection/search/57306?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=81";https://images.metmuseum.org/CRDImages/as/mobile-large/38_106_13_115897.jpg;as/web-additional/38_106_13_115897.jpg;as/web-large/38_106_13_115897.jpg;19th century;"Unmounted painting; ink and watercolor on paper";38.106.13;Not on view
Netsuke of Monkey; ;;Japan;Japan;<p>Date: 18th century<br/>Accession Number: 10.211.1600</p>;"/art/collection/search/60436?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=82";https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_1600_O1_sf.jpg;as/web-additional/10_211_1600_O1_sf.jpg;as/web-large/10_211_1600_O1_sf.jpg;18th century;Wood;102.111.600;Not on view
Netsuke of Monkey; ;;Japan;Japan;<p>Date: 18th century<br/>Accession Number: 10.211.2020</p>;"/art/collection/search/59238?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=83";https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_2020_O1_sf.jpg;as/web-additional/10_211_2020_O1_sf.jpg;as/web-large/10_211_2020_O1_sf.jpg;18th century;Wood;102.112.020;Not on view
Netsuke of Monkey; ;;Japan;Japan;<p>Date: 19th century<br/>Accession Number: 10.211.2023</p>;"/art/collection/search/59240?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=84";https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_2023_O1_sf.jpg;as/web-additional/10_211_2023_O1_sf.jpg;as/web-large/10_211_2023_O1_sf.jpg;19th century;Wood;102.112.023;Not on view
Monkey and Bee;Okamoto Toyohiko (1773–1845);Okamoto Toyohiko;Japan;Japan;<p>Okamoto Toyohiko (1773–1845) </p><p>Date: 19th century<br/>Accession Number: 36.100.85</p>;"/art/collection/search/40010?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=85";https://images.metmuseum.org/CRDImages/as/mobile-large/36_100_85_O2_sf.jpg;as/web-additional/36_100_85_O2_sf.jpg;as/web-large/36_100_85_O2_sf.jpg;19th century;"Hanging scroll; ink and color on silk";36.100.85;Not on view
Horse and monkey; ;;China;China;<p>Date: 17th century<br/>Accession Number: 50.145.123</p>;"/art/collection/search/43251?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=86";https://images.metmuseum.org/CRDImages/as/mobile-large/DP-20765-001.jpg;as/web-additional/DP-20765-001.jpg;as/web-large/DP-20765-001.jpg;17th century;Jade;50.145.123;Not on view
Boy and Monkey Playing;Isoda Kory?sai (Japanese, 1735–ca. 1790);Isoda Kory?sai;Japan;Japan;<p>Isoda Kory?sai (Japanese, 1735–ca. 1790) </p><p>Accession Number: JP1698</p>;"/art/collection/search/55936?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=87";https://images.metmuseum.org/CRDImages/as/mobile-large/DP124242.jpg;as/web-additional/DP124242.jpg;as/web-large/DP124242.jpg;;"Woodblock print; ink and color on paper";JP1698;Not on view
Zodiac Figure: Monkey; ;;China;China;<p>Date: late 17th–early 18th century<br/>Accession Number: 1992.100.7</p>;"/art/collection/search/44681?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=88";https://images.metmuseum.org/CRDImages/as/mobile-large/DP-18681-001.jpg;as/web-additional/DP-18681-001.jpg;as/web-large/DP-18681-001.jpg;late 17th–early 18th century;Porcelain, in the biscuit with turquoise and aubergine glazes;1992.100.7;Not on view
Anthropomorphized Monkey Bottle; ;;Moche;Moche;<p>Date: 4th–7th century<br/>Accession Number: 67.167.13</p>;"/art/collection/search/309448?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=89";https://images.metmuseum.org/CRDImages/ao/mobile-large/67.167.13.JPG;ao/web-additional/67.167.13.JPG;ao/web-large/67.167.13.JPG;4th–7th century;Ceramic;67.167.13;Not on view
Wooden Monkey Figure; ;;Chimú;Chimú;<p>Date: 12th–15th century<br/>Accession Number: 1979.206.345</p>;"/art/collection/search/312567?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=90";https://images.metmuseum.org/CRDImages/ao/mobile-large/1979.206.345.jpg;ao/web-additional/1979.206.345.jpg;ao/web-large/1979.206.345.jpg;12th–15th century;Wood;1.979.206.345;Not on view
Bottle, Monkey Handles; ;;Wari;Wari;<p>Date: 6th–10th century<br/>Accession Number: 1979.206.383</p>;"/art/collection/search/312605?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=91";https://images.metmuseum.org/CRDImages/ao/mobile-large/1979.206.383.jpg;ao/web-additional/1979.206.383.jpg;ao/web-large/1979.206.383.jpg;6th–10th century;Ceramic, pigment;1.979.206.383;Not on view
Monkey Hanging from Grapevines;Kawanabe Ky?sai ???? (Japanese, 1831–1889);Kawanabe Ky?sai ????;Japan;Japan;<p>Kawanabe Ky?sai ???? (Japanese, 1831–1889) </p><p>Date: ca. 1887<br/>Accession Number: 14.76.61.28</p>;"/art/collection/search/54634?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=92";https://images.metmuseum.org/CRDImages/as/mobile-large/DP211816.jpg;as/web-additional/DP211816.jpg;as/web-large/DP211816.jpg;ca. 1887;"Album leaf; ink and red on silk";14.76.61.28;Not on view
Waterfall, Eagle and Monkey;Kawanabe Ky?sai ???? (Japanese, 1831–1889);Kawanabe Ky?sai ????;Japan;Japan;<p>Kawanabe Ky?sai ???? (Japanese, 1831–1889) </p><p>Date: ca. 1887<br/>Accession Number: 14.76.61.13</p>;"/art/collection/search/54620?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=93";https://images.metmuseum.org/CRDImages/as/mobile-large/DP211793.jpg;as/web-additional/DP211793.jpg;as/web-large/DP211793.jpg;ca. 1887;"Album leaf; ink and color on silk";14.76.61.13;Not on view
Monkey with young;Chelsea Porcelain Manufactory (British, 1745–1784, Red Anchor Period, ca. 1753–58);Chelsea Porcelain Manufactory;British, Chelsea;Britain;<p>Chelsea Porcelain Manufactory (British, 1745–1784, Red Anchor Period, ca. 1753–58) </p><p>Date: ca. 1755<br/>Accession Number: 64.101.539a–c</p>;"/art/collection/search/203402?&sortBy=Relevance&ft=monkey&offset=1&rpp=100&amp;pos=94";https://images.metmuseum.org/CRDImages/es/mobile-large/DP-470-028.jpg;es/web-additional/DP-470-028.jpg;es/web-large/DP-470-028.jpg;ca. 1755;Soft-paste porcelain;64.101.539a–c;Not on view
